Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","0116","Rye","2015","2015","1000 SLC","91515","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01446","Safflower seed","2015","2015","1000 SLC","58743","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01921.01","Seed cotton, unginned","2015","2015","1000 SLC","3435458","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2015","2015","1000 SLC","2274633","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","0114","Sorghum","2015","2015","1000 SLC","4083756","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","0141","Soya beans","2015","2015","1000 SLC","174333106","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01354","Strawberries","2015","2015","1000 SLC","306118","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01241.01","String beans","2015","2015","1000 SLC","100726","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01802","Sugar cane","2015","2015","1000 SLC","8238715","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01445","Sunflower seed","2015","2015","1000 SLC","8554044","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01530","Sweet potatoes","2015","2015","1000 SLC","925272","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01324","Tangerines, mandarins, clementines","2015","2015","1000 SLC","625291","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01620","Tea leaves","2015","2015","1000 SLC","329831","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01234","Tomatoes","2015","2015","1000 SLC","9772629","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01499.02","Tung nuts","2015","2015","1000 SLC","4316","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01970","Unmanufactured tobacco","2015","2015","1000 SLC","2745634","A","Official figure"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01376","Walnuts, in shell","2015","2015","1000 SLC","440224","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","01221","Watermelons","2015","2015","1000 SLC","736955","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","56","Gross Production Value (current thousand SLC)","0111","Wheat","2015","2015","1000 SLC","17567812","E","Estimated value"
